CustomerID,Count,Country,State,City,Zip_Code,Lat_Long,Latitude,Longitude,Gender,Senior_Citizen,Partner,Dependents,Tenure_Months,Phone_Service,Multiple_Lines,Internet_Service,Online_Security,Online_Backup,Device_Protection,Tech_Support,Streaming_TV,Streaming_Movies,Contract,Paperless_Billing,Payment_Method,Monthly_Charges,Total_Charges,Churn_Label,Churn_Value,Churn_Score,CLTV,Churn_Reason
7105-BENQF,1,United States,California,Tarzana,91356,"34.157137, -118.548511",34.15713882446289,-118.54850769042969,Male,No,No,Yes,15,Yes,No,DSL,Yes,No,Yes,No,No,Yes,One year,No,Mailed check,64.85,950.75,No,0,51,4442,
7105-MXJLL,1,United States,California,Valencia,91355,"34.43987, -118.644609",34.43986892700195,-118.64460754394531,Female,Yes,Yes,No,26,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,No,Mailed check,60.7,1597.4,No,0,68,2502,
7107-UBYKY,1,United States,California,Sutter,95982,"39.172777, -121.805845",39.17277526855469,-121.80584716796875,Female,No,Yes,Yes,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,25.75,882.55,No,0,49,4194,
7108-DGVUU,1,United States,California,Lookout,96054,"41.280478, -121.160249",41.280479431152344,-121.16024780273438,Female,Yes,Yes,No,21,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,One year,No,Bank transfer (automatic),71.7,1497.05,No,0,38,2784,
7109-CQYUZ,1,United States,California,Beverly Hills,90210,"34.099891, -118.414338",34.099891662597656,-118.41433715820312,Male,No,No,No,52,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,89.25,4652.4,No,0,31,4624,
7109-MFBYV,1,United States,California,San Bernardino,92407,"34.250069, -117.393949",34.25006866455078,-117.39395141601562,Male,No,No,No,26,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.45,1233.15,No,0,68,5451,
7110-BDTWG,1,United States,California,San Jose,95148,"37.339533, -121.777179",37.339534759521484,-121.77717590332031,Female,No,Yes,No,71,No,No phone service,DSL,No,No,Yes,Yes,No,Yes,Two year,Yes,Electronic check,47.05,3263.6,No,0,76,6302,
7112-OPOTK,1,United States,California,Fort Bidwell,96112,"41.932207, -120.135941",41.93220520019531,-120.13594055175781,Male,No,No,No,33,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,68.25,2171.15,Yes,1,100,5647,Lack of self-service on Website
7113-HIPFI,1,United States,California,Long Beach,90806,"33.802664, -118.179971",33.80266571044922,-118.17996978759766,Male,No,Yes,Yes,66,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Mailed check,65.85,4097.05,No,0,53,5500,
7114-AEOZE,1,United States,California,Big Bar,96010,"40.775272, -123.287414",40.775272369384766,-123.28741455078125,Female,No,No,No,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.85,1128.1,No,0,58,6213,
7115-IRDHS,1,United States,California,Sonora,95370,"37.982716, -120.343732",37.98271560668945,-120.34373474121094,Female,No,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.65,1830.05,No,0,66,5065,
7120-RFMVS,1,United States,California,Isleton,95641,"38.154823, -121.601358",38.154823303222656,-121.60135650634766,Male,No,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,84.5,84.5,Yes,1,73,4340,Price too high
7123-WQUHX,1,United States,California,Santa Monica,90401,"34.015481, -118.493231",34.015480041503906,-118.49323272705078,Male,No,No,No,38,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),95.0,3605.6,No,0,63,4741,
7124-UGSUR,1,United States,California,Los Angeles,90028,"34.099869, -118.326843",34.09986877441406,-118.32684326171875,Female,Yes,Yes,No,61,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),104.4,6405.0,Yes,1,84,4412,Competitor had better devices
7126-RBHSD,1,United States,California,Lathrop,95330,"37.80821, -121.308401",37.80820846557617,-121.30840301513672,Female,No,Yes,No,17,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,78.9,1348.95,No,0,38,2362,
7128-GGCNO,1,United States,California,Laguna Hills,92653,"33.606899, -117.717854",33.60689926147461,-117.71785736083984,Male,No,No,No,46,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),72.8,3249.4,No,0,66,2642,
7129-ACFOG,1,United States,California,Mountain Ranch,95246,"38.264262, -120.515133",38.26426315307617,-120.51513671875,Female,No,No,No,5,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,53.8,283.95,No,0,78,2182,
7129-AZJDE,1,United States,California,Huntington Beach,92647,"33.723579, -118.005441",33.72357940673828,-118.00543975830078,Male,No,Yes,Yes,34,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),78.95,2647.2,No,0,43,2074,
7129-CAKJW,1,United States,California,Fresno,93721,"36.732694, -119.783786",36.73269271850586,-119.78378295898438,Female,No,No,No,17,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),80.05,1345.65,No,0,27,3443,
7130-CTCUS,1,United States,California,Springville,93265,"36.245926, -118.693138",36.24592590332031,-118.6931381225586,Male,Yes,Yes,No,16,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),54.55,825.1,No,0,34,3324,
7130-VTEWQ,1,United States,California,San Rafael,94903,"38.018065, -122.546024",38.01806640625,-122.5460205078125,Female,Yes,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.75,606.25,Yes,1,92,4174,Competitor offered more data
7130-YXBRO,1,United States,California,Cool,95614,"38.880622, -120.973865",38.88062286376953,-120.97386169433594,Male,No,Yes,No,48,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),111.45,5315.1,No,0,74,2319,
7131-ZQZNK,1,United States,California,Clovis,93612,"36.814539, -119.711868",36.81454086303711,-119.71186828613281,Female,No,Yes,No,60,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),59.85,3590.2,No,0,37,5790,
7133-VBDCG,1,United States,California,Bakersfield,93311,"35.16207, -119.194488",35.162071228027344,-119.19448852539062,Female,No,No,No,25,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),79.85,2015.35,Yes,1,85,4535,Competitor offered higher download speeds
7134-HBPBS,1,United States,California,Adelanto,92301,"34.667815, -117.536183",34.667816162109375,-117.53618621826172,Female,Yes,No,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),108.1,7774.05,No,0,71,4474,
7134-MJPDY,1,United States,California,Moorpark,93021,"34.312945, -118.858169",34.31294631958008,-118.85816955566406,Female,Yes,No,No,66,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),102.85,6976.75,No,0,40,5569,
7136-IHZJA,1,United States,California,Santa Fe Springs,90670,"33.933565, -118.062611",33.933563232421875,-118.06261444091797,Female,No,Yes,Yes,40,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,71.35,2847.2,No,0,43,5807,
7136-RVDTZ,1,United States,California,Portola Valley,94028,"37.369709, -122.215844",37.36970901489258,-122.2158432006836,Male,Yes,No,No,70,No,No phone service,DSL,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,45.25,3264.45,Yes,1,97,5824,Attitude of service provider
7137-NAXML,1,United States,California,Moss Beach,94038,"37.515556, -122.502311",37.51555633544922,-122.50231170654297,Male,No,No,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.15,405.6,No,0,63,4402,
7137-RYLPP,1,United States,California,Paskenta,96074,"39.884395, -122.587513",39.884395599365234,-122.58751678466797,Male,Yes,Yes,No,37,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.7,3171.15,Yes,1,86,4712,Competitor offered higher download speeds
7138-GIRSH,1,United States,California,Camarillo,93012,"34.205504, -118.993111",34.20550537109375,-118.99311065673828,Male,No,No,No,50,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),69.5,3418.2,No,0,76,4145,
7139-JZFVG,1,United States,California,Huntington Beach,92646,"33.666301, -117.969501",33.66630172729492,-117.96949768066406,Male,No,Yes,Yes,60,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Bank transfer (automatic),60.5,3694.45,No,0,43,6026,
7140-ADSMJ,1,United States,California,Los Banos,93635,"36.995162, -120.955099",36.99516296386719,-120.9551010131836,Male,No,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.45,162.3,No,0,24,5624,
7142-HVGBG,1,United States,California,Mount Laguna,91948,"32.830852, -116.444601",32.83085250854492,-116.4446029663086,Male,Yes,Yes,No,43,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,103.0,4414.3,Yes,1,99,2505,Attitude of service provider
7143-BQIBA,1,United States,California,Petaluma,94954,"38.235021, -122.557332",38.23501968383789,-122.55733489990234,Male,No,No,No,10,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),62.25,612.95,No,0,76,3415,
7145-FEJWU,1,United States,California,San Francisco,94134,"37.721052, -122.413573",37.72105026245117,-122.41357421875,Female,No,No,Yes,12,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.3,1275.65,No,0,72,5913,
7147-AYBAA,1,United States,California,Berkeley,94702,"37.866009, -122.286228",37.86600875854492,-122.28622436523438,Male,No,No,No,37,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.35,2552.9,No,0,32,5402,
7148-XZPHA,1,United States,California,Rancho Cordova,95670,"38.602723, -121.279913",38.60272216796875,-121.27991485595703,Male,No,Yes,Yes,55,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,79.4,4238.45,No,0,32,4162,
7153-CHRBV,1,United States,California,San Andreas,95249,"38.196497, -120.61689",38.19649887084961,-120.61688995361328,Female,No,Yes,Yes,57,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,Yes,Mailed check,59.3,3274.35,No,0,38,6287,
7153-OANIO,1,United States,California,Mendocino,95460,"39.305545, -123.743697",39.305545806884766,-123.74369812011719,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,69.95,69.95,Yes,1,79,5066,Moved
7156-MHUGY,1,United States,California,Buena Park,90621,"33.874224, -117.993368",33.87422561645508,-117.99337005615234,Male,Yes,No,No,13,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.5,1201.15,Yes,1,76,5394,Attitude of support person
7156-MXBJE,1,United States,California,San Diego,92127,"33.017518, -117.118456",33.01751708984375,-117.11845397949219,Female,No,No,No,43,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),85.1,3662.25,No,0,5,2319,
7157-SMCFK,1,United States,California,Valencia,91355,"34.43987, -118.644609",34.43986892700195,-118.64460754394531,Male,No,No,Yes,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.75,1124.2,No,0,76,5411,
7159-FVYPK,1,United States,California,Beaumont,92223,"33.946982, -116.977672",33.946983337402344,-116.97766876220703,Female,No,Yes,Yes,3,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),69.15,235.0,No,0,22,2301,
7159-NOKYQ,1,United States,California,Montebello,90640,"34.015217, -118.109962",34.01521682739258,-118.1099624633789,Male,No,Yes,No,67,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,93.15,6368.2,No,0,59,4001,
7161-DFHUF,1,United States,California,Shasta,96087,"40.617614, -122.512861",40.61761474609375,-122.51286315917969,Female,No,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,23.85,1672.1,No,0,77,6166,
7162-WPHPM,1,United States,California,Elk,95432,"39.108252, -123.645121",39.108253479003906,-123.6451187133789,Male,No,Yes,Yes,58,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),71.6,4230.25,No,0,49,4747,
7163-OCEQI,1,United States,California,Walnut Creek,94596,"37.900662, -122.052782",37.90066146850586,-122.05278015136719,Male,No,Yes,Yes,22,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,78.65,1663.75,No,0,67,3571,
7164-BPTUT,1,United States,California,Banning,92220,"33.936298, -116.849577",33.93629837036133,-116.84957885742188,Male,No,No,Yes,57,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,89.55,5012.35,No,0,22,4260,
7167-PCEYD,1,United States,California,Ridgecrest,93555,"35.603913, -117.67828",35.603912353515625,-117.67828369140625,Male,No,No,No,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.8,1311.3,No,0,75,4260,
7168-HDQHG,1,United States,California,Brownsville,95919,"39.440687, -121.263583",39.4406852722168,-121.26358032226562,Female,No,Yes,Yes,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.2,702.9,No,0,79,3043,
7169-YWAMK,1,United States,California,Sunol,94586,"37.587494, -121.862856",37.587493896484375,-121.86285400390625,Male,No,Yes,Yes,72,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),68.4,4855.35,No,0,79,5504,
7173-TETGO,1,United States,California,Lytle Creek,92358,"34.238162, -117.534306",34.238162994384766,-117.53430938720703,Female,Yes,Yes,No,72,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,No,Bank transfer (automatic),78.5,5602.25,No,0,69,6072,
7175-NTIXE,1,United States,California,Redwood City,94061,"37.461251, -122.235414",37.46125030517578,-122.23541259765625,Female,No,No,No,25,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),76.15,1992.95,No,0,32,3955,
7176-WIONM,1,United States,California,Bishop,93514,"37.04584, -118.397236",37.045841217041016,-118.3972396850586,Female,No,Yes,No,12,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),49.85,617.15,No,0,24,2873,
7176-WRTNX,1,United States,California,Ventura,93004,"34.278697, -119.167798",34.2786979675293,-119.16780090332031,Male,No,No,No,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),114.95,7711.25,No,0,26,4511,
7180-PISOG,1,United States,California,Piru,93040,"34.432843, -118.730106",34.43284225463867,-118.7301025390625,Male,No,Yes,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.5,74.5,Yes,1,75,5554,Attitude of service provider
7181-BQYBV,1,United States,California,Garden Grove,92845,"33.782955, -118.026456",33.782955169677734,-118.02645874023438,Female,No,Yes,No,1,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,102.45,102.45,Yes,1,85,4811,Attitude of service provider
7181-OQCUT,1,United States,California,Fresno,93706,"36.654614, -119.903674",36.65461349487305,-119.90367126464844,Male,No,No,No,21,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,103.85,2215.0,No,0,77,4520,
7182-OVLBJ,1,United States,California,Kenwood,95452,"38.419525, -122.521585",38.419525146484375,-122.5215835571289,Female,No,Yes,Yes,62,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),101.15,6638.35,No,0,36,5735,
7184-LRUUR,1,United States,California,Los Banos,93635,"36.995162, -120.955099",36.99516296386719,-120.9551010131836,Female,No,No,No,22,Yes,No,DSL,No,Yes,Yes,No,Yes,No,One year,No,Bank transfer (automatic),65.25,1441.8,No,0,52,5146,
7188-CBBBA,1,United States,California,Rowland Heights,91748,"33.976753, -117.897367",33.97675323486328,-117.89736938476562,Female,No,No,No,65,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,95.5,6153.85,No,0,35,6153,
7190-XHTWJ,1,United States,California,Newbury Park,91320,"34.172071, -118.946262",34.17206954956055,-118.94625854492188,Female,No,No,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.3,755.5,No,0,32,4705,
7191-ADRGF,1,United States,California,Torrance,90504,"33.867257, -118.330794",33.86725616455078,-118.33079528808594,Male,No,Yes,No,44,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),54.3,2390.45,No,0,64,3222,
7196-LIWRH,1,United States,California,Oroville,95965,"39.624561, -121.552866",39.62456130981445,-121.55286407470703,Female,No,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.55,124.45,No,0,61,5980,
7197-VOJMM,1,United States,California,Calpine,96124,"39.672813, -120.456699",39.672813415527344,-120.45669555664062,Male,No,Yes,No,67,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),69.2,4671.65,No,0,43,4323,
7198-GLXTC,1,United States,California,La Palma,90623,"33.850504, -118.039892",33.85050582885742,-118.0398941040039,Male,No,No,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,79.0,143.65,Yes,1,92,5239,Attitude of support person
7203-OYKCT,1,United States,California,Palo Verde,92266,"33.3249, -114.758334",33.32490158081055,-114.75833129882812,Male,No,No,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,104.95,7544.3,No,0,20,5760,
7205-BAIAD,1,United States,California,Fillmore,93015,"34.408161, -118.865111",34.40816116333008,-118.8651123046875,Female,No,No,No,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.6,827.3,No,0,27,3091,
7206-GZCDC,1,United States,California,Loleta,95551,"40.665952, -124.240051",40.665950775146484,-124.24005126953125,Female,Yes,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.25,69.25,Yes,1,75,4371,Competitor offered higher download speeds
7206-PQBBZ,1,United States,California,Fontana,92336,"34.136367, -117.460803",34.13636779785156,-117.46080017089844,Male,Yes,Yes,No,11,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.2,834.7,No,0,29,2848,
7207-RMRDB,1,United States,California,Santa Barbara,93110,"34.437945, -119.77191",34.43794631958008,-119.77191162109375,Female,No,Yes,No,65,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.5,6985.65,Yes,1,89,5720,Competitor had better devices
7208-PSIHR,1,United States,California,Klamath,95548,"41.572813, -124.035011",41.572811126708984,-124.0350112915039,Female,No,Yes,No,70,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),104.3,7188.5,No,0,70,5583,
7209-JCUDS,1,United States,California,Stockton,95212,"38.049457, -121.21653",38.04945755004883,-121.2165298461914,Male,No,No,No,10,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.9,1048.85,Yes,1,83,2832,Competitor offered higher download speeds
7216-EWTRS,1,United States,California,Newport Beach,92663,"33.62251, -117.927024",33.62250900268555,-117.9270248413086,Female,Yes,Yes,No,1,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.8,100.8,Yes,1,65,3128,Attitude of service provider
7216-KAOID,1,United States,California,Santa Rosa,95401,"38.460517, -122.790335",38.46051788330078,-122.79033660888672,Male,No,Yes,Yes,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.5,798.2,No,0,72,2446,
7217-JYHOQ,1,United States,California,Burbank,91505,"34.174215, -118.345928",34.17421340942383,-118.3459243774414,Male,No,Yes,Yes,24,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),70.3,1706.45,No,0,56,3359,
7218-HKQFK,1,United States,California,Homeland,92548,"33.761894, -117.120868",33.76189422607422,-117.12086486816406,Male,No,Yes,No,2,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,94.2,167.5,Yes,1,72,3715,Don't know
7219-TLZHO,1,United States,California,Montebello,90640,"34.015217, -118.109962",34.01521682739258,-118.1099624633789,Female,No,Yes,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.85,62.9,No,0,76,3172,
7225-CBZPL,1,United States,California,Earlimart,93219,"35.858054, -119.305858",35.858055114746094,-119.30585479736328,Male,Yes,Yes,No,17,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.8,1563.9,No,0,49,4831,
7225-IILWY,1,United States,California,Turlock,95380,"37.474396, -120.875917",37.474395751953125,-120.87591552734375,Male,No,Yes,Yes,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.75,1686.15,No,0,26,5434,
7228-OMTPN,1,United States,California,Santa Barbara,93110,"34.437945, -119.77191",34.43794631958008,-119.77191162109375,Male,No,No,No,4,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,88.45,370.65,Yes,1,98,2456,Don't know
7228-PAQPD,1,United States,California,Vidal,92280,"34.264124, -114.717964",34.26412582397461,-114.71796417236328,Female,No,No,No,14,Yes,No,DSL,No,No,No,Yes,No,Yes,One year,No,Credit card (automatic),59.1,772.85,No,0,58,5718,
7233-DRTRF,1,United States,California,Fresno,93701,"36.749403, -119.787574",36.74940490722656,-119.7875747680664,Male,No,Yes,No,63,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,102.4,6444.05,No,0,43,5096,
7233-IOQNP,1,United States,California,Gazelle,96034,"41.411315, -122.697236",41.41131591796875,-122.69723510742188,Female,No,Yes,No,43,No,No phone service,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),34.0,1505.35,No,0,74,5409,
7233-PAHHL,1,United States,California,South Gate,90280,"33.944624, -118.192615",33.94462585449219,-118.19261169433594,Male,No,Yes,No,66,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,84.0,5714.25,No,0,24,5825,
7234-FECYN,1,United States,California,San Gabriel,91776,"34.089927, -118.095645",34.089927673339844,-118.09564208984375,Female,Yes,No,No,8,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,101.35,780.5,Yes,1,68,5546,Attitude of support person
7234-KMNRQ,1,United States,California,Pacific Palisades,90272,"34.079449, -118.548306",34.07944869995117,-118.54830932617188,Male,No,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.0,73.45,No,0,28,4345,
7235-NXZCP,1,United States,California,Hornbrook,96044,"41.962127, -122.527696",41.962127685546875,-122.52769470214844,Male,Yes,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,74.85,156.4,Yes,1,84,5378,Competitor made better offer
7239-HZZCX,1,United States,California,Lancaster,93535,"34.712708, -117.889656",34.71270751953125,-117.88965606689453,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.75,19.75,Yes,1,100,4851,Competitor made better offer
7240-ETPTR,1,United States,California,Pope Valley,94567,"38.672708, -122.403219",38.672706604003906,-122.4032211303711,Female,No,Yes,No,9,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,48.75,442.2,Yes,1,97,4359,Lack of affordable download/upload speed
7240-FQLHE,1,United States,California,San Diego,92114,"32.707892, -117.05512",32.70789337158203,-117.05512237548828,Female,Yes,Yes,No,18,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),99.75,1836.25,Yes,1,68,5857,Attitude of support person
7241-AJHFS,1,United States,California,Hollister,95023,"36.875409, -121.279679",36.87540817260742,-121.27967834472656,Male,No,No,No,32,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),87.65,2766.4,No,0,66,2426,
7242-EDTYC,1,United States,California,Pine Valley,91962,"32.800671, -116.483363",32.8006706237793,-116.48336029052734,Male,No,No,Yes,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.55,819.95,No,0,40,5860,
7242-QZLXF,1,United States,California,Truckee,96161,"39.342498, -120.247127",39.342498779296875,-120.24712371826172,Male,No,No,Yes,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,25.3,25.3,Yes,1,99,5421,Attitude of service provider
7243-LCGGZ,1,United States,California,Alhambra,91801,"34.090925, -118.128164",34.09092330932617,-118.12816619873047,Female,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.9,20.9,No,0,72,3901,
7244-KXYZN,1,United States,California,Modesto,95357,"37.670526, -120.877572",37.67052459716797,-120.87757110595703,Female,No,No,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.45,527.35,No,0,20,4690,
7244-QWYHG,1,United States,California,San Diego,92154,"32.578103, -117.012975",32.578102111816406,-117.01297760009766,Male,No,Yes,No,50,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),44.45,2188.45,No,0,54,5363,
7245-JMTTQ,1,United States,California,Baldwin Park,91706,"34.098275, -117.967399",34.09827423095703,-117.96739959716797,Female,No,No,No,51,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,111.5,5703.25,No,0,47,4363,
7245-NIIWQ,1,United States,California,Fellows,93224,"35.215731, -119.57013",35.21573257446289,-119.57012939453125,Female,No,No,No,3,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.85,199.85,No,0,40,4764,
7246-ZGQDF,1,United States,California,Victorville,92394,"34.567058, -117.362329",34.56705856323242,-117.3623275756836,Female,No,No,Yes,1,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,54.5,54.5,No,0,54,4359,
